Price,Location,Size,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
85 000 000 Rwf,kigali city,,4.0,3.0,Yes,Yes,Yes,Yes,
250 000 000 Rwf,www.kigalidealer.com,30/25p,6.0,8.0,,,,,
32 000 000 Rwf,32M masaka,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
15 000 000 Rwf,Kigali ,22/30C,3.0,1.0,,,,Yes,
60 000 000 Rwf,www.kigalidealer.com,30/30m,6.0,2.0,,,,Yes,Yes
10 000 000 Rwf,kigali ,25mx20m,,,,,,,
52 000 000 Rwf,kigali-kicukiro,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
160 000 000 Rwf,Remera just down stadium,1200 sq,6.0,4.0,,,,Yes,Yes
60 000 000 Rwf,"Kigali, Kicukiro",/,4.0,3.0,,Yes,,,
150 000 000 Rwf,kimironko @150.000.000 Rwf,28/30m,4.0,4.0,,,,Yes,Yes
70 000 000 Rwf,70M GIKONDO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
450 000 000 Rwf,Nyarutarama,30x35 ,6.0,5.0,Yes,,,Yes,Yes
65 000 000 Rwf,kigali kimironko,25/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,kigali,15mx20m,4.0,3.0,,,,,
65 000 000 Rwf,Remera 65Millions,25mx30m,4.0,3.0,,,,Yes,
90 000 000 Rwf,Gacuriro @90 millions,28/30m,4.0,3.0,,,,Yes,Yes
30 000 000 Rwf,30M KABUGA,/,4.0,3.0,,Yes,,,
70 000 000 Rwf,kicukiro,25mx30m,4.0,3.0,,,,,Yes
75 000 000 Rwf,"kicukiro, house for sale @70.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
120 000 000 Rwf,120M kibagabaga,/,4.0,3.0,,Yes,,,
50 000 000 Rwf,"www.Gobeland.com, kicukiro@50 millions",25/20m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,55M KANOMBE ,30mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
70 000 000 Rwf,70M GACURIRO,20mx30m,4.0,3.0,,,,,
60 000 000 Rwf,kicukiro,30mx30m,4.0,3.0,,,,Yes,Yes
135 000 000 Rwf,Rebero,/,4.0,3.0,,,,Yes,
55 000 000 Rwf,55M kibagabaga,20mx25m,4.0,2.0,Yes,Yes,Yes,Yes,
40 000 000 Rwf,"kacyiru,kivuproperty.com",20mx30m,4.0,2.0,,,,,
37 000 000 Rwf,37M kimironko,/,4.0,3.0,,Yes,,,
15 000 000 Rwf,Kigali-KIMIRONKO,/,3.0,1.0,,,,,
16 000 000 Rwf,kigali,16/,4.0,2.0,,,,Yes,
65 000 000 Rwf,kigali kanombe,/,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,55M KAGARAMA,/,4.0,3.0,,Yes,,,
60 000 000 Rwf,"Kigali, Kanombe",/,4.0,3.0,,Yes,,,
65 000 000 Rwf,www.gobeland.com/ kimironko@ 65 millions,25/30m,4.0,3.0,,,,Yes,Yes
52 000 000 Rwf,52M kagarama ,/,4.0,3.0,,Yes,,,
30 000 000 Rwf,30m gisozi,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Rwf,"KIGALI,KIBAGABAGA",/,3.0,2.0,,Yes,,Yes,
30 000 000 Rwf,30m kabuga,20mx30m,4.0,3.0,,,,Yes,
90 000 000 Rwf,kigali-kicukiro-festus,20m/30m,5.0,4.0,Yes,,,Yes,Yes
100 000 000 Rwf,100M kibagabaga,/,4.0,3.0,,Yes,,,
25 000 000 Rwf,25M kabuga,/,4.0,3.0,,,,Yes,
42 000 000 Rwf,Kigali ,/,4.0,3.0,,,,Yes,
35 000 000 Rwf,35m kanombe,25M/30M,4.0,3.0,,,,Yes,
48 000 000 Rwf,48M KIBAGABAGA,20mx30m,4.0,3.0,,,,,
140 000 000 Rwf,kimironko house @140.000.000 rwf,30/40m,5.0,3.0,,,,Yes,Yes
130 000 000 Rwf,130M kimihurura,20mx30m,3.0,3.0,,,,,
45 000 000 Rwf,MASIZI,/,,,,,,,
70 000 000 Rwf,"Kigali, Kimironko",,4.0,4.0,Yes,Yes,Yes,Yes,
60 000 000 Rwf,www.gobeland.com/ kanombe@60 millions.,25/30m,4.0,3.0,,,,Yes,Yes
47 000 000 Rwf,www.kigalidealer.com,500sqm,4.0,3.0,,,,Yes,
130 000 000 Rwf,Gacuriro,/,4.0,4.0,,,Yes,,
90 000 000 Rwf,90M KAGARAMA,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
50 000 000 Rwf,50m kagarama,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Rwf,kanombe house @50.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
27 000 000 Rwf,27M kabuga/rugende,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
75 000 000 Rwf,kanombe @75.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,kigali-kanombe,20m/20m,4.0,3.0,Yes,,,Yes,Yes
110 000 000 Rwf,"www.Gobeland.com,kibagabaga@110 millions",25/20m,,1.0,,,,Yes,Yes
30 000 000 Rwf,Gisozi house for sale@30 millions,25/25P,3.0,2.0,,,,Yes,Yes
40 000 000 Rwf,40M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
80 000 000 Rwf,KIGALI CITY,,4.0,3.0,Yes,Yes,Yes,Yes,
30 000 000 Rwf,Kigali-bumbogo near AZAM FACTORY,/,4.0,2.0,,Yes,,Yes,Yes
25 000 000 Rwf,Kibagabaga 250M,/,5.0,4.0,,,Yes,Yes,
500 000 000 Rwf,NYARUTARAMA,/,,,,,,,
40 000 000 Rwf,40M Gihogwe at Akagera motor,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Rwf,kigali kimironko,25/30m,4.0,3.0,,,,Yes,Yes
30 000 000 Rwf,Gisozi,/,,,,,,,
100 000 000 Rwf,100M KIBAGABAGA,20mx30m,4.0,3.0,,,,,Yes
65 000 000 Rwf,Kanombe house for sale@65 millions,20/25m,,1.0,,,,Yes,Yes
$ 140 000,"Kigali, Kibagabaga",,3.0,,Yes,Yes,Yes,Yes,
95 000 000 Rwf,Kibagabaga house for sale@95 millions,25x35 ,4.0,3.0,Yes,,,Yes,Yes
250 000 000 Rwf,Vision 2020@250 MILLIONS,15/25m,3.0,4.0,,,,Yes,Yes
53 000 000 Rwf,53M KIBAGABAGA,20mx30m,4.0,3.0,,,,,
16 000 000 Rwf,kigali,20m/30m,,,,,,,
40 000 000 Rwf,Remera,/,3.0,1.0,,,,Yes,
70 000 000 Rwf,70M GACURIRO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
85 000 000 Rwf,"KIGALI,KIMIRONKO",/,4.0,3.0,,Yes,,,
60 000 000 Rwf,www.gobeland.com/ kimironko@ 60 millions,25/35m,4.0,1.0,,,,Yes,Yes
160 000 000 Rwf,Kibagabaga,/,4.0,4.0,,,Yes,Yes,Yes
$ 500,"Kibagabaga, Kigali",,3.0,3.0,Yes,Yes,Yes,Yes,
38 000 000 Rwf,38m kabeza,20mx30m,4.0,3.0,,,,,Yes
150 000 000 Rwf,150M GACURIRO,20mx30m,4.0,3.0,,,,,
95 000 000 Rwf,kigali,/,5.0,3.0,,,,Yes,
45 000 000 Rwf,"www.gobeland.com,kanombe @45 millions",25/20m,,1.0,,,,Yes,Yes
60 000 000 Rwf,kanombe @60.000.000 Rwf,25/25m,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,"Kigali, Gacuriro",/,4.0,3.0,,Yes,,,
130 000 000 Rwf,"kimironko house for sale 6 bedrooms,price:130.000.000 Rwf",35/30m,4.0,3.0,,,,Yes,Yes
75 000 000 Rwf,www.kigalidealer.com,30/25p,4.0,3.0,,Yes,,Yes,
52 000 000 Rwf,52M KIMIRONKO,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
35 000 000 Rwf,35M GISOZI,20mx30m,4.0,3.0,,,,,
45 000 000 Rwf,45M GATENGA KICUKIRO,20mx30m,4.0,3.0,,,,,
60 000 000 Rwf,60M KIBAGABAGA,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
85 000 000 Rwf,85M KIMIRONKO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Rwf,"kibagabaga, @65.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
32 000 000 Rwf,32M KIMIRONKO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
35 000 000 Rwf,Gatenga,/,4.0,1.0,,,,Yes,Yes
45 000 000 Rwf,45M KARUMUNA,20mx30m,4.0,3.0,,,,,
140 000 000 Rwf,RUSORORO 140M,20mx30m,5.0,5.0,,,,Yes,
90 000 000 Rwf,"Kicukiro, Kigali",,4.0,3.0,Yes,Yes,Yes,Yes,
45 000 000 Rwf,kigali-kabeza-festus,20mx20m,4.0,3.0,,,,,Yes
90 000 000 Rwf,"Kigali, Kagugu",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
85 000 000 Rwf,kagugu85mly,30/25 ,5.0,4.0,,,,Yes,Yes
47 000 000 Rwf,"www.gobeland.com,kanombe @47 millions",/,4.0,3.0,,,,Yes,Yes
152 000 000 Rwf,Kigali/Nyarutarama,/,,1.0,,,Yes,Yes,
90 000 000 Rwf,90m kagarama,20mx30m,4.0,3.0,,,,Yes,Yes
110 000 000 Rwf,"www.Gobeland.com,kibagabaga@110 millions",25/20m,,1.0,,,,Yes,Yes
60 000 000 Rwf,kimironko @60.000.000 Rwf,30/25m,4.0,3.0,,,,Yes,Yes
130 000 000 Rwf,130M kimihurura,/,3.0,3.0,,Yes,,,
65 000 000 Rwf,"www.gobeland.com,kanombe @65 millions",25/30m,,1.0,,,,Yes,Yes
16 000 000 Rwf,Gisozi,/,5.0,1.0,,,,,
62 000 000 Rwf,"www.gobeland.com,kanombe @62 millions",25/20m,,1.0,,,,Yes,Yes
26 000 000 Rwf,kigali-kabeza@festus,15m/20m,,,,,,,
17 000 000 Rwf,17M GISOZI,,4.0,0.0,Yes,Yes,Yes,Yes,Yes
85 000 000 Rwf,85M GACURIRO,20mx30m,4.0,3.0,,,,,
42 000 000 Rwf,Masaka/Kigali city,570sqm,4.0,2.0,,,,Yes,Yes
$ 63 000,KANOMBE,/,,,,,,,
235 000 000 Rwf,KAGUGU- GISOZI ON THE PAVED ROAD,1300 sq,6.0,6.0,,,,Yes,Yes
80 000 000 Rwf,kigali 80M,/,4.0,3.0,,Yes,,,
2 400 000 Rwf,Bugesera ,913 sqm,,,,,,,
95 000 000 Rwf,GACURIRO 95M,/,4.0,3.0,,Yes,,,
45 000 000 Rwf,kanombe @45.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
27 000 000 Rwf,27M GIKONDO,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
350 000 000 Rwf,Kiyovu,3338sqm,5.0,2.0,,Yes,,Yes,
20 000 000 Rwf,kigali,20m/40m,,,,,,,
35 000 000 Rwf,Gisozi:kivuproperty.com,25mx15m,4.0,2.0,,,,,
55 000 000 Rwf,kigali kanombe,25/25m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,kigali kanombe,/,4.0,3.0,,,,Yes,Yes
150 000 000 Rwf,Kimironko:kivuproperty.com,25mx30m,4.0,3.0,,,,,
70 000 000 Rwf,kimironko @70.000.000 Rwf,25/25m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,50M kanombe,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
47 000 000 Rwf,Gahanga 70M,20/15F,4.0,4.0,,,Yes,,
85 000 000 Rwf,85M KIBAGABAGA,20mx30m,4.0,3.0,,,,,Yes
100 000 000 Rwf,"Kibagabaga house for sale, 100 millions",30/25m,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,70M GACURIRO,20mx30m,4.0,3.0,,,,,
250 000 000 Rwf,"Gacuriro, Apartment for sale@250 millions",30/30m,6.0,5.0,,,,Yes,Yes
7 000 000 Rwf,Bumbogo ,17mx22m,3.0,,,,,,
50 000 000 Rwf,kigali,/,4.0,3.0,,,,Yes,Yes
100 000 000 Rwf,100M KIBAGABAGA,20mx30m,4.0,3.0,,,,,Yes
150 000 000 Rwf,"KIGALI,KANOMBE",/,4.0,5.0,,Yes,,,
Negotiable,Kigali rwanda,,5.0,4.0,,,Yes,Yes,Yes
45 000 000 Rwf,"Kigali, Kicukiro",/,4.0,2.0,,Yes,,,
35 000 000 Rwf,kicukiro kagarama,30/20C,4.0,3.0,,,,Yes,Yes
40 000 000 Rwf,40M KANOMBE,25mx30m,4.0,3.0,,,,,
250 000 000 Rwf,kigali-KIBAGABAGA @250 millions,25/30m,,1.0,,,,Yes,Yes
212 000 000 Rwf,KICUKIRO,1300 sq,5.0,5.0,,,,Yes,Yes
200 000 000 Rwf,200M Gikondo,30mx40m,8.0,6.0,,,,,
85 000 000 Rwf,kigali kicukiro,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
27 000 000 Rwf,kigali,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
160 000 000 Rwf,"Kigali,Kibagabaga",,5.0,4.0,Yes,Yes,Yes,Yes,
650 000 000 Rwf,nyamata@650 millions.,,3.0,3.0,,,Yes,Yes,
33 000 000 Rwf,kigali,22/25C,4.0,1.0,,,,Yes,
50 000 000 Rwf,Kanombe house for sale@50 millions,20/25m,,1.0,,,,Yes,Yes
$ 1 000,"Kibagabaga, Kigali",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
26 000 000 Rwf,26M kanombe ,/,4.0,2.0,,,,,
100 000 000 Rwf,"www.Gobeland.com, kibagabaga@100 millions",25/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,25m gikondo,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
35 000 000 Rwf,35m gikondo,/,4.0,2.0,,Yes,,,
45 000 000 Rwf,"Kigali,Kanombe",/,4.0,3.0,,Yes,,Yes,
43 000 000 Rwf,Kigali gisozi,600Sqm,4.0,3.0,,,Yes,,Yes
38 000 000 Rwf,38millions kanombe,20mx25m,4.0,2.0,,,,,
35 000 000 Rwf,35M GISOZI,/,4.0,2.0,,Yes,,,
45 000 000 Rwf,45m kagarama,20mx30m,4.0,3.0,,,,,
25 000 000 Rwf,kigali@festus,35mx20m,4.0,3.0,,,,,
55 000 000 Rwf,masaka house for sale@55 millions,20/25m,,1.0,,,,Yes,Yes
220 000 000 Rwf,220M kibagabaga,20mx25m,5.0,3.0,Yes,Yes,Yes,Yes,
28 000 000 Rwf,28M NDERA,30MX40M,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,Kigali-remera near Green hills school,/,4.0,3.0,,Yes,,Yes,Yes
60 000 000 Rwf,kimironko @60.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,35m kanombe,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
50 000 000 Rwf,kanombe @50.000.000 Rwf,25/25m,4.0,3.0,,,,Yes,Yes
160 000 000 Rwf,Remera just down stadium,1200 sq,6.0,4.0,,,,Yes,Yes
72 000 000 Rwf,kigali-kanombe,500Sqm,4.0,3.0,Yes,,,Yes,Yes
63 000 000 Rwf,kigali--kibagabaga 63M,/,4.0,3.0,,,,Yes,Yes
215 000 000 Rwf,"Kibagabaga, Kigali",,5.0,4.0,Yes,Yes,Yes,Yes,
150 000 000 Rwf,150m kibagabaga,/,4.0,3.0,,Yes,,,
85 000 000 Rwf,"Kibagabaga house for sale, 85 millions",25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,50M kanombe,/,4.0,3.0,,Yes,,Yes,
85 000 000 Rwf,www.gobeland.com/ kicukiro@85 millions,25/35m,4.0,1.0,,,,Yes,Yes
60 000 000 Rwf,kimironko @60.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
30 000 000 Rwf,30M KABUGA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Rwf,45M GIKONDO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Rwf,50m kimironko,,3.0,2.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Rwf,kigali kicukiro,25/30m,5.0,3.0,,,,Yes,Yes
55 000 000 Rwf,50M kanombe,20mx30m,,,,,,,
60 000 000 Rwf,60M KIMIRONKO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Rwf,kigali ,/,,1.0,,,,,Yes
35 000 000 Rwf,kicukiro kagarama,30/20C,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,50m kimironko,20MX30M,4.0,3.0,,,,Yes,Yes
95 000 000 Rwf,kigali remera,25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,Kigali 85M,30/20p,4.0,3.0,,Yes,,Yes,Yes
50 000 000 Rwf,"kicukiro, house for sale @50.000.000 Rwf",28/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,kibagabaga,/,4.0,3.0,,,,,Yes
52 000 000 Rwf,52M KIMIRONKO,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
160 000 000 Rwf,www.gobeland.com/ kibagabaga@ 160 millions,25/30m,5.0,4.0,,,,Yes,
48 000 000 Rwf,48M kibagabaga,25mx20m,4.0,2.0,,,,,Yes
45 000 000 Rwf,www.kigalidealer.com,30/25 ,4.0,2.0,,,,Yes,Yes
75 000 000 Rwf,"KIGALI,KIBAGABAGA",/,3.0,2.0,,Yes,,Yes,
75 000 000 Rwf,kigali-kicukiro-niboyi,25mx30m,4.0,3.0,,,,,Yes
40 000 000 Rwf,40M KABEZA,20mx30m,4.0,3.0,,,,,
32 000 000 Rwf,32M KABEZA,20mx30m,4.0,2.0,,,,,Yes
60 000 000 Rwf,BUGESERA HOUSE FOR SALE @60 MILLIONS,30/40m,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,kigali@festus,20m/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,KIGALI-KIMIRONKO,,4.0,3.0,,Yes,Yes,Yes,Yes
140 000 000 Rwf,kigali kibagabaga,/,6.0,4.0,,,,Yes,Yes
65 000 000 Rwf,kigali kibagabaga,/,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,25M KANOMBE,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
15 000 000 Rwf,"Kigali, Kabeza",450Sqm,,,,,,,
95 000 000 Rwf,www.Gobelandhouse.com is selling a house at Kanombe@95millions,25/30P,4.0,3.0,,,,Yes,Yes
130 000 000 Rwf,Kimironko house for sale@130 millions,30/25P,6.0,4.0,Yes,,,Yes,Yes
60 000 000 Rwf,kimironko @60.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,kigali-kanombe,/,3.0,2.0,,,,Yes,
60 000 000 Rwf,Kicukiro house for sale@60 millions,25/20m,,1.0,,,,Yes,Yes
60 000 000 Rwf,kigali-kanombe@festus,400sqm,4.0,3.0,,,,,Yes
45 000 000 Rwf,kigali,30mx30m,3.0,2.0,,,,Yes,Yes
30 000 000 Rwf,kabuga house for sale@ 30.000.000 Frw,25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,kanombe @50.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,85M KIBAGABAGA,30MX25M,4.0,3.0,,,,Yes,Yes
35 000 000 Rwf,35M KIMIRONKO,20mx30m,4.0,3.0,,,,,
70 000 000 Rwf,70M NIBOYI,20mx30m,4.0,3.0,,,,,Yes
70 000 000 Rwf,kimironko @70.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,kigali kanombe,25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,www.gobeland.com/ kibagabaga@ 85 millions,25/30m,5.0,4.0,,,,Yes,Yes
120 000 000 Rwf,"Kigali, Kanombe",,,,Yes,Yes,Yes,Yes,Yes
70 000 000 Rwf,70M GACURIRO,,4.0,3.0,Yes,Yes,Yes,Yes,
120 000 000 Rwf,GACURIRO,/,4.0,3.0,Yes,,,Yes,Yes
Negotiable,Masaka-Kigali,13 sqm,4.0,,,,,,
80 000 000 Rwf,KANOMBE,/,,,,,,,
37 000 000 Rwf,37m gihogwe,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
34 000 000 Rwf,34M GASOGI,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
60 000 000 Rwf,kigali,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Rwf,kigali kicukiro,30 /25 ,,2.0,,,,Yes,Yes
120 000 000 Rwf,kigali ,22/25C,5.0,3.0,,,,Yes,
90 000 000 Rwf,90m kagarama,20mx30m,4.0,3.0,,,,Yes,Yes
55 000 000 Rwf,55M kibagabaga,20mx25m,4.0,2.0,Yes,Yes,Yes,Yes,
100 000 000 Rwf,"kibagabaga, @100.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
320 000 000 Rwf,"Nyarutarama, Kigali",,5.0,4.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Rwf,155M kaBEZA,/,4.0,3.0,,Yes,,,
60 000 000 Rwf,KIYOVU 60M,20mx30m,4.0,3.0,,,,,Yes
35 000 000 Rwf,kigali,22/15C,4.0,2.0,,,,Yes,
50 000 000 Rwf,www.gobeland.com/ kicukiro@50 millions,25/30m,4.0,3.0,,,,Yes,Yes
100 000 000 Rwf,100M KIBAGABAGA,20mx30m,4.0,3.0,,,,,Yes
155 000 000 Rwf,Kigali gacuriro,30/25 ,4.0,5.0,,,,Yes,Yes
450 000 000 Rwf,Nyarutarama,30x35 ,6.0,5.0,Yes,,,Yes,Yes
75 000 000 Rwf,Kigali kimiromko,/,4.0,3.0,,,,Yes,Yes
220 000 000 Rwf,kigali,20mx30m,6.0,5.0,,,,,Yes
20 000 000 Rwf,20M KABUGA,/,4.0,3.0,,Yes,,,
30 000 000 Rwf,Ruyenzi,40/30p,4.0,3.0,,,,,
65 000 000 Rwf,kigali-Gisozi @63 millions,25/30m,4.0,3.0,,,,Yes,Yes
29 000 000 Rwf,29m remera,20mx30m,4.0,1.0,,,,,Yes
70 000 000 Rwf,kimironko @70.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
40 000 000 Rwf,40M KANOMBE,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
58 000 000 Rwf,Kabeza:kivuproperty.com,30mx35m,6.0,2.0,,,,,
25 000 000 Rwf,25M KANOMBE,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Rwf,"www.gobeland.com,kanombe @50 millions",20/25m,,1.0,,,,Yes,Yes
55 000 000 Rwf,kigali,/,4.0,3.0,,,,Yes,
140 000 000 Rwf,www.kigalidealer.com,30/30 ,4.0,3.0,,,,,
60 000 000 Rwf,Kanombe house for sale@60 millions,25/20m,,1.0,,,,Yes,Yes
150 000 000 Rwf,150m kibagabaga,/,4.0,3.0,,Yes,,,
65 000 000 Rwf,65M KIBAGABAGA,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
450 000 000 Rwf,Nyarutarama,30x35 ,6.0,5.0,Yes,,,Yes,Yes
220 000 000 Rwf,220M kibagabaga,20mx25m,5.0,3.0,Yes,Yes,Yes,Yes,
65 000 000 Rwf,www.gobeland.com/ kicukiro@ 65 millions,25/30m,4.0,3.0,,,,Yes,Yes
3 000 000 000 Rwf,Gacuriro house for sale@300 millions,30/30P,6.0,6.0,Yes,,,Yes,Yes
108 000 000 Rwf,Kibagabaga,/,4.0,4.0,,,,Yes,
20 000 000 Rwf,kigali-kabeza-festus,/,,,,,,,
60 000 000 Rwf,kanombe @60.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
140 000 000 Rwf,"kimironko house for sale 4 bedrooms,price:140.000.000 Rwf",25/30m,4.0,4.0,,,,Yes,Yes
27 000 000 Rwf,27M GIKONDO,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
10 000 000 Rwf,kigali,/,,,,,,,Yes
55 000 000 Rwf,kigali,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Rwf,50m kagarama,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
9 000 000 Rwf,kigali,18m/20m,,,,,,,
29 000 000 Rwf,kigali,/,4.0,1.0,,,,Yes,Yes
70 000 000 Rwf,70M KAGARAMA,25mx30m,4.0,3.0,,,,,Yes
47 000 000 Rwf,Kigali 47M,/,4.0,3.0,,Yes,,,
17 000 000 Rwf,17M NYAMATA,/,,,,,,,
85 000 000 Rwf,Kigali 85M,30/20p,4.0,3.0,,Yes,,Yes,Yes
75 000 000 Rwf,KABEZA @75.000.000 RWF,25/30m,4.0,3.0,,,,Yes,Yes
820 000 000 Rwf,"Kigali, Remera",,4.0,3.0,Yes,Yes,Yes,Yes,
37 000 000 Rwf,Kigali,/,4.0,3.0,,,,,
30 000 000 Rwf,30M MASAKA ,35mx35m,4.0,3.0,Yes,Yes,Yes,Yes,
65 000 000 Rwf,Kigali 65M,/,5.0,3.0,,Yes,,,
30 000 000 Rwf,Kabuga Muyumbu house for sale @30 millions,25/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Rwf,kigali,20/30f,,3.0,,Yes,,Yes,Yes
60 000 000 Rwf,kanombe @60.000.000 Rwf,28/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Rwf,kigali,/,4.0,1.0,,,,Yes,Yes
90 000 000 Rwf,"Kicukiro, Kigali",,4.0,3.0,Yes,Yes,Yes,Yes,
350 000 000 Rwf,Kiyovu,3338sqm,5.0,2.0,,Yes,,Yes,
180 000 000 Rwf,Kibagabaga house for sale @180 millions,25/30m,,1.0,Yes,,,Yes,Yes
42 000 000 Rwf,42M REMERA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
20 000 000 Rwf,www.kigalidealer.com,30/20C,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,kimironko @70.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
80 000 000 Rwf,kigali 80,30/25p,4.0,3.0,,Yes,,Yes,Yes
35 000 000 Rwf,kigali,20mx30m,4.0,3.0,,,,,Yes
53 000 000 Rwf,53M REMERA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
80 000 000 Rwf,80M KIMIRONKO,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
80 000 000 Rwf,kibagabaga 80,944sqm,5.0,3.0,,,,,
70 000 000 Rwf,"kicukiro, house for sale @70.000.000 Rwf",25/30m,4.0,3.0,,,,Yes,Yes
200 000 000 Rwf,200M kibagabaga,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Rwf,"www.gobeland.com,kanombe @50 millions",25/20m,,1.0,,,,Yes,Yes
45 000 000 Rwf,45M KANOMBE,20mx30m,4.0,3.0,,,,,
39 000 000 Rwf,kigali,20/20f,,3.0,,Yes,,Yes,Yes
120 000 000 Rwf,"kibagabaga, @120.000.000 Rwf",30/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Rwf,KAGUGU HOUSE FOR SALE @85 MILLIONS,35/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Rwf,kimironko @65.000.000 Rwf,25/20m,4.0,3.0,,,,Yes,Yes
50 000 000 Rwf,kimironko @50.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Rwf,kimironko @70.000.000 Rwf,25/30m,4.0,3.0,,,,Yes,Yes
28 000 000 Rwf,28m kanombe,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
42 000 000 Rwf,42M REMERA,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
37 000 000 Rwf,37millions kanombe,"37,000,",,1.0,,,Yes,Yes,Yes
